title,text,url
"La CDU apela a formar gobierno ""lo más pronto posible""","El líder de la Unión Democristiana (CDU),Friedrich Merz, ha puesto en valor la ""victoria""de la coalición conservadora que lidera en las elecciones legislativas alemanas celebradas este domingo y ha asegurado que va a gobernar. ""Vamos a gobernar (...). Hemos ganado las elecciones federales de 2025. Nosotros, la CDU y la CSU (Unión Social Cristiana), la Unión, ha ganado estas elecciones federales de 2025"", ha afirmado Merz ante los seguidores de la formación congregados en la sede de Berlín. Sus primeras palabras de agradecimiento han estado dirigidas al líder de la CSU, Markus Soeder:""Gracias por la cooperación tan buena entre la CDU y la CSU"". ""Soy consciente de la responsabilidad. También estoy al tanto de la dimensión de la tarea que tenemos por delante.Lo afronto con el mayor respeto y sé que no será fácil"",ha añadido antes de expresar su ""respeto"" a sus rivales políticos. Merz se ha referido a la ""difícil"" campaña electoral.""Pero ahora vamos a hablar unos con otros y lo importante es crear un gobierno que funcionelo más rápidamente posible, con una mayoría parlamentaria sólida"", ha remachado. Por último, ha asegurado que “esta noche celebraremos y a partir de mañana empezaremos a trabajar {...}El mundo exterior no nos espera”. Scholz felicita a Merz y espera que ""el resto de partidos mantengan la promesa (de no negociar con Afd)"" Por su parte, el gran derrotado de la noche y actual canciller alemán,Olaf Scholz, del Partido Socialdemócrata de Alemania (SPD),felicitó a su adversario Merz nada más conocerse los resultados electorales. ""Este es un resultado electoral amargo para el Partido Socialdemócrata, también es una derrota electoral"", dijo Scholz en una primera reacción.""Enhorabuena por el resultado de las elecciones"", dijo en declaraciones dirigidas a Merz ""No se puede colaborar con ellos, espero que el resto de partidos mantengan esa promesa"", ha añadido.",https://www.huffingtonpost.es/global/el-conservador-merz-pide-crear-gobierno-rapido-scholz-pide-cdu-no-colaboren-ultras.html
"Quién es Merz, el hombre de la CDU que va a gobernar Alemania","Llevan a gala en Brilon (Renania del Norte-Westfalia, Alemania) que sus vecinos son gente de palabra. A ella habrá que aferrarse en el caso del más famoso de sus 26.000 pobladores, Friedrich Merz, candidato a la cancillería federal por la Unión Demócrata Cristiana de Alemania (CDU). De él depende si el neofascismo toca poder en el país que mejor sabe cómo se las gastan sus abuelos e inspiradores. Las miradas del mundo están sobre él por ser el favorito para las elecciones del 23 de febrero y, sobre todo, porque ha abierto la caja de Pandora, ha reeditado el pecado original, ha roto el cordón sanitario -viejo de 80 años-, para votar con la extrema derecha deAlternativa para Alemania (AfD). Primera alianza con los ultras desde el nazismo, buscandoendurecer las políticas migratorias. Ahora dice Merz -un abogado y gran gestor de empresas- que fue flor de un día, que ya no más. """"Puedo asegurar a los votantes algo de forma clara: con el partido que se autodenomina Alternativa para Alemania no cooperaremos antes, ni mientras, ni después"",afirmó entre ovaciones en el congreso de la CDU en Berlín, el pasado 4 de febrero. In Merz we trust, pero lo suyo guarda un poco de acto de fe porque, aunque tiene ya 69 años, su trayectoria política ha estado alejada de la gestión. No ha sido ni ministro, aunque sí diputado en el Bundestag y europarlamentario. Sus cargos siempre han sido orgánicos, en su formación, y ahora de golpe está a las puertas del poder, un premio que ha buscado durante toda su vida y que estuvo a punto de conseguir porque era uno de los elegidos por el excanciller Helmut Kohl, pero al que se le cruzó el vendavalAngela Merkely nunca fue. Llegó a estar retirado completamente de la vida política durante una década. Ahora trata de recuperar el tiempo perdido, se ha impuesto en la renovación de su partido, alejándose de un centrismo-liberalismo que no le gusta para la CDU y acercándose a posicionamientos más conservadores, hasta coquetear -hasta votar- con los ultras. ¿Estamos ante una jugada para zarandear a los electores por lo cerca que puede estar la AfD del mando si no confían a ciegas en la derecha de siempre o un acto de puro convencimiento de que no están tan mal, como denuncia la socialdemocracia (SPD)que va a dejar el poder, muy castigada por los ciudadanos? Eso está por aclarar. Dos días después de la votación ignominiosa, Merz subió al estrado de nuevo con nuevas medidas para restringir la inmigración irregular. Volvió a tener el apoyo de la derecha extrema,pero esta vez perdió la votación por 12 votos. ""Si la Unión depende de los votos de AfD, esto será una mancha que les perseguirá para siempre"" y ha “dañado las venas esenciales de nuestra democracia”, le espetó el SPD, comparándolo con los conservadores que habían intentado desastrosamente trabajar con Adolf Hitler en los últimos días de la República de Weimar. Merz está siendo obviamente atacado por sus opositores, pero es que en Alemania, ante el nazismo, todos han sido un bloque hasta ahora, así que tiene a todos los demás partidos en contra. También a una docena de diputados que no están dispuestos a seguirle el juego y a mandos de la formación que arrugan el ceño ante lo visto. Sobre todo, ha enfadado a Merkel, que vio en la votación conjunta un ""error"". La exmandataria que nunca habla, pase lo que pase, ha salido públicamente a mostrar sus náuseas ante el tabú roto. Así que, cuanto más se acerca la cita con las urnas, más preguntas surgen sobre la seriedad de Merz cuando promete que no hará una alianza ni pactos puntuales de gobernabilidad con la AfD y sobre si este señor tan alto (1,98), cn pinta clásica pero que guarda un ego arrogante e impulsivo (lo reconoce su propia gente) tiene las habilidades, el carácter y el criterio necesarios para liderar a Alemania y a Europa durante su período más difícil en al menos medio siglo. De albañil... Friedrich Merz (Brilon, 11 de noviembre de 1955) nació en una familia de clase media-alta rural, católica y conservadora. Su madre provenía de la alta burguesía local, los Sauvigny, y su abuelo por esa rama fue alcalde. Su padre era juez local, veterano de la Wehrmacht (las fuerzas armadas unificadas de la Alemania nazi desde 1935 a 1945) y había pasado cuatro años en un campo de prisioneros de guerra soviético. Se esperaba que el hijo siguiera sus pasos estudiando Derecho, lo que al final hizo, pero de pequeño dio unos cuantos quebraderos de cabeza en casa. En su ciudad balnearia, llena de granjas, el aspirante a canciller era conocido por ir respondiendo mal a sus maestros y obteniendo notas tan bajas que hicieron que sus progenitores, cansados, le propusieran dejar los estudios y formarse como albañil. ""Era vago, se aburría y se le ocurrían ideas estúpidas"", dice al diario británicoThe TimesGereon Fritz, amigo de la familia Merz y exdirector de la escuela. Hacía carreras de motos, hacía botellona, jugaba a las cartas al fondo de la clase con los colegas.Der Spiegeldice que acabó meando en el acuario del colegio en una fiesta loca. Sin embargo, un cambio de centro lo transformó y lo estimuló. Empezó a destacar como aficionado a la música -aprendió trombón, clarinete y batería- y ganó confianza hasta el punto de convertirse en delegado de su clase. Fue entonces cuando entró en la Junge Union, que es el ala juvenil de la CDU. Las orientaciones del partido fueron desde entonces su brújula, en un viraje vital similar al queMerkel relata en sus recientes memorias, en un contexto en el que era el izquierdismo crecía tras la explosión de 1968. La albañilería se olvidó. Estudió Derecho en las universidades de Bonn y Marburgo. Sus compañeros de pupitre y de partido, en la prensa local, dicen que tras sentar la cabeza fue ya siempre una persona ""reflexiva"", ""crítica y autocrítica"", que busca ""el cambio"". Tras licenciarse, hacer el servicio militar y trabajar durante varios años como juez de paz y abogado del grupo de lobistas de la industria química germana, Merz fue elegido miembro del Parlamento Europeo en 1989. Es un europeísta convencido y fue uno de los nuevos enviados por Kohl a reforzar esa visión en las instituciones, cuando apenas tenía 33 años. Luego sería parlamentario en el Bundestag, en 1994, de vuelta a la política federal, en la que se le auguraba un enorme futuro. Eran aquellos los últimos días de gloria de la CDU, tan esencial en la política europea del siglo XX. Tras el derrumbe de la larga era de Kohl a finales de los años 90, muchos esperaban que Merz heredara la corona, directamente. Como líder de la oposición de la CDU en el Bundestag, atacó con solvencia al gobierno del SPD y sus propuestas tenían eco. Pero no contaba con que el mayor problema lo tenía en sus propias filas. ... a millonario y candidato El supuesto delfín no calculó bien el equilibrio de poder en el partido y Merkel lo superó por completo. En lugar de desempeñar un papel secundario frente a su némesis, de chupar rueda y aguantar como ministro o presidente de la formación hasta que llegase su momento, decidió retirarse. Merkel lo nombró su adjunto, pero no fue suficiente. Aguantó dos años. Desde fuera vio cómo la científica se quedaba 16 años consecutivos como canciller. ""Me gustó el hecho de que también él fuera consciente del poder (...), pero desde el primer momento hubo un problema: ambos queríamos ser el jefe"", escribe la excanciller en su autobiografía. Debió ser doloroso pero, como dice el dicho, las penas con pan, son menos. Y él tuvo las espaldas bien cubiertas al aceptar una serie de puestos muy lucrativos en las juntas directivas de diversas empresas, siempre especializado en derecho corporativo y finanzas. Hay dos lecturas de esta vida empresarial: la de quienes dicen que esa experiencia lo descalifica como gestor porque ha estado demasiado cerca del poder económico alemán y quienes, por contra, defienden que su aire tecnócrata, unido a sus valores conservadores, lo convierten en el ideal para llevar las riendas. ""Alemania no es una empresa, miremos lo que hace Donald Trump"", avisan Los Verdes. En particular, se mira con lupa su relación con BlackRock, el gran conglomerado estadounidense de gestión de activos cuya filial alemana Merz presidió entre 2016 y 2020. ¿Le servirá eso para sacar adelante un país que lleva ya dos años seguidos en recesión? De momento le sirve para se criticado por moverse con su avión privado, de un millón de euros y que pilota él mismo, para ir de mitin en mitin. Calderilla, teniendo en cuenta que él mismo dijo que no se iba a casa con menos de un millón al mes. Se hizo multimillonario especialmente con la venta de acciones de Stadler, un fabricante suizo de equipos farmacéuticos, y desde entonces su tren de vida es visiblemente alto. Sus trajes impecables son carne dememe. Aunque estaba a otra cosa, Merz no dejaba nunca de mirar a su partido, del que seguía teniendo carnet. En la retaguardia, hacía públicas sus críticas a Merkel por acercarse demasiado al liberalismo, con medidas como la asistencia a refugiados en la crisis de 2015, y no dejaba de tejer alianzas por si volvía, el momento en el que ahora nos encontramos. En 2018, el control de Merkel sobre el partido se tambaleó, tuvo que dejar la dirección después de una serie de malos resultados electorales estatales y se vio constreñida en el Gobierno, aliada con el SPD. Entonces, Merz aprovechó su oportunidad e hizo campaña para reemplazarla. Dos veces fue derrotado por los candidatos elegidos por Merkel, a pesar de contar con un apoyo abrumador de la base del partido con su defensa de la vuelta a los orígenes conservadores. La desalentadora derrota de la CDU en las elecciones de 2021, con los peores datos de su historia, hicieron que Merz creciera. Ya tenía una red importante de apoyos para su apuesta de cambio. Otros, en cambio, ya avisaban de que si el partido caía en sus manos habría un acercamiento a la AfD, a sus políticas y a sus votos. A pesar de que él mismo no ha tenido espectaculares resultados electorales -recibió una paliza  por parte de la AfD en tres elecciones estatales de Alemania del Este el otoño pasado-, la resistenciamerkelianase ha ido disipando -por necesidad, por cierre de filas, por retirada de los más críticos- y el partido se ha acabado alineando detrás del nuevo líder y candidato en el 23-F. Aún así, tras las dos votaciones recientes en el Parlamento, se ha vuelto a demostrar que hay miembros de la CDU a los que les preocupa que Merz haya llevado las cosas demasiado lejos y haya puesto en problemas sus aspiraciones de ganar con su giro. Temen que su flirteo con la AfD signifique que otros partidos de centro se negarán a formar una coalición con ellos después de las elecciones, porque ya no confían en él. Si eso ocurriera, la política alemana se hundiría en el caos. Un escenario que circula en Berlín es un gobierno minoritario liderado por Merz, apuntalado por mayorías ad hoc, que lo dejarían a merced de la AfD. Pensamiento y cualidades Ahora que está en la cima, destacan dos cualidades del candidato de la CDU: su capacidad para diseñar rápido una cúpula del partido en función de sus intereses y su apuesta por lo que llama ""retorno"" a los valores de la formación y ""cambio"" en a dinámica general de Alemania. Expone lo que llama ""valores fundamentales"" como un contrapunto a la socialdemocracia, muy cambiante en esta legislatura, y reclama un apoyo masivo para ellos para evitar coaliciones a tres como la que ha fracasado ahora. Su receta para sacar a Alemania de su actual crisis apenas ha cambiadodesde que la expuso en un libro hace cinco años. Escribía entonces: ""¿Tenemos la fuerza y la voluntad de dar de nuevo a nuestro país un nuevo impulso, de dejar que florezca un nuevo dinamismo, de encontrar alegría en lo nuevo y lo desconocido, de asumir riesgos, de cometer errores y, sin embargo, no rendirnos... En una palabra, tenemos la fuerza y la voluntad de repensar lo que es Alemania?"". Los aliados y admiradores de Merz enumeran sus mejores cualidades estos días en los medios y en los mítines: se habla de su audacia, su capacidad oratoria, su ferocidad, su profunda experiencia en los negocios, su claridad moral en su apoyo a Ucrania y en la defensa de más Europa, su instintiva comprensión de dónde se encuentra el sentir de la opinión pública y hasta sus arrebatos emocionales, atrevidos. Pero sus críticos cogen todos esos piropos y le dan la vuelta: su audacia, dicen, se transforma en una temeridad susceptible, como con la votación con los ultras; la capacidad de exponer y explicar pasa a ser grandilocuencia y provocación; los 16 puestos en juntas corporativas que figuran en su currículum, una posibilidad de tener demasiados intereses creados para gobernar; y la búsqueda de lo popular, en un populismo descarado. Muchos votantes comparten esta desconfianza hacia Merz, lo dicen las encuestas. Si su partido oscila entre el 30 y el 33% de la intención de voto, la popularidad de su líder se queda en un 20% como mucho. Un dato bajo para quien pretende mandar en la locomotora de Europa. No para de hacer campaña en pueblos y zonas rurales o de hablar de sus orígenes pero ni por esas se quita el sambenito de trajeado que no sabe lo que se cuece a pie de calle, que no comprende lo que pasa en los hogares. Y su inexperiencia en Ejecutivos también es un lastre, aunque él lo quiera transformar en aire fresco. Poco estimulante, a priori. En general, Merz ha acumulado algunos episodios incómodos que habrían derribado a un político menos empecinado en lograr su meta. Por ejempl, hiz un comentario ""improvisado"" que vinculaba la homosexualidad con la pedofilia y una referencia a los adolescentes ruidosos de origen inmigrante llamándolos ""pequeños pachás"", comparándolos con funcionarios otomanos mimados. Detalles que ahora salen a la luz por las dudas sobre lo que hará con la racista AfD. También denunció que había refugiados poniéndose dentaduras nuevas a cargo de los contribuyentes, lo que no pasaba con el resto de la población -fue desmentido en público por los colegios profesionales- y se quejó de cierto sexismo hacia las profesoras por parte de estudiantes foráneos. En los 90 votó contra un proyecto de ley que incluía la criminalización de las violaciones dentro del matrimonio, pero luego dijo que eso sí le parecía delito y no estaba de acuerdo con otras cosas de la norma. Las mujeres y los jóvenes no están hoy entre sus votantes más numerosos, como los habitantes en grandes urbes. Ahora dice en su programa que esta abierto a ""familias diversas"" y al multiculturalismo y que respeta todas las religiones, aunque no serán bienvenidos los que defiendan ""un Islam que no comparte nuestras familias y rechaza nuestra sociedad libre"". En Sauerland, donde ha vivido buena parte de su vida -su esposa, Charlotte, compañera en la universidad, es juez en la zona y allí han criado a sus tres hijos desde que se casaron en 1981- destacan que es más afable en las distancias cortas, que luce la gorra del club de tiro de la ciudad y que acude a beber cerveza a los mercados medievales. Humanizan al hombre que tienen en sus manos el plante a los ultras o un acercamiento que agujerea los cimientos de su propio país. Ya no hay gas ruso barato, ya no hay exportaciones en constante crecimiento a China, ya no hay garantías de seguridad permanente de EEUU. Alemania mira al pasado con nostalgia y en ese caldo del desencanto engordan los ultraderechistas. Merz plantea para todo ello la llamada Agenda 2030, con reducción de impuestos a empresas y particulares, una notable reducción de la burocracia, el fomento de la inversión en investigación y desarrollo, el desmantelamiento de las regulaciones verdes (o parte de ellas) y el recorte de beneficios sociales. Es ""la base de todo"", dice. El cómo es lo complicado: a ver dónde va a dar con una financiación que permita aguantar eso, para dar la ""estabilidad"" que es el eje de su discurso. En materia exterior, se espera que sea firme con su compromiso europeo y que apoye a Ucrania en su invasión rusa, que intente recuperar el poder perdido de la voz alemana en Bruselas. En la era de Trump 2.0, puede haber tensiones entre el pilar atlantista que defiende y el ""Alemania primero"" que plantea. Tiene que andar con pies de plomo en todos los frentes porque, aunque los sondeos lo den ganador, la CDU con él solo subiría seis puntos aproximadamente tras la debacle de las últimas elecciones; la coalición actual ha perdido 17 puntos. En esa debilidad se crece Merz... y se crecen los ultras. ""Quiero asegurarme de que la política de mi partido se corrija hasta tal punto que la llamada AfD no sea necesaria"", defiende. 59 millones de electores tienen ahora la palabra.",https://www.huffingtonpost.es/global/friedrich-merz-hombre-cdu-gobernar-alemania-coquetea-ultras.html
¿Cómo han votado los jóvenes alemanes? ¿Y las mujeres? Radiografía de las elecciones alemanas,"Una cuarta parte de los votantes alemanes de entre 18 y 24 años han optado por Die Linke, la izquierda alemana, según datos de Infratest dimap para ARD recogidos por el alemánDer Spiegel. En esta franja de edad, el segundo partido más votado fue la extrema derecha de Alternativa por Alemania. Son unas cifras que contrastan con las del voto de los mayores de 70 años. Más del 40% optaron por el conservador CDU del próximo canciller, Friedrich Merz. El apoyo a la izquierda desciende con el paso de los años. Así, si el 25% de las personas de entre 18 y 24 años votó a Die Linke, esa cifra desciende hasta el 4% tanto en la franja de 60-69 como en la de más de 70. Por su parte, Alternativa por Alemania logra su principal apoyo en el margen que va de los 35 a los 44 años. Le vota el 26% de esta franja. En comparación con las elecciones de 2021, puede asegurarse quelos jóvenes han abandonado a Los Verdes y al liberal FDP, que obtuvieron un 23 y un 21% entonces. Ahora, solo un 10 yun 6%. Con relación al género,son más los hombres que votan tanto a Alternativa por Alemania como al conservador CDU. El 30% optó por el partido del futuro canciller y el 24% lo hizo por AfD. Por el otro lado, el apoyo de las mujeres a estos partidos es inferior. El 27% escogió al CDU y el 17%, siete puntos menos que los hombres, a AfD. Las mujeres han votado más a los partidos progresistas, como SPD o Die Linke. Las diferencias en el voto son también grandes si se tiene en cuenta el nivel educativo. Un 28% de las personas con el nivel de educación más bajo votaron a la extrema derecha, algo que solo hizo el 13% de la población con un nivel educativo elevado. Sucede justo lo contrario en la izquierda. Mientras solo un 5% de personas con educación simple escogieron a Die Linke, lo hizo un 11% de los de mayor nivel. EnDer Spiegelanalizan también el voto respecto a los diferentes grupos profesionales, donde también se ven grandes diferencias.Entre los trabajadores, AfD ha sido el partido más votadopor delante del CDU y el SPD.",https://www.huffingtonpost.es/global/como-han-votado-jovenes-alemanes-y-mujeres-radiografia-elecciones-alemanas.html
"Nuevo parte sobre la salud del papa: sigue en ""estado crítico""","El Vaticano ha hecho pública durante la tarde del domingo una nueva actualización sobre el estado del papa Francisco I.Según informan desde la Santa Sede, el Pontífice continúa en ""estado crítico""en el hospital Gemelli de Roma, y destacan que no ha vuelto a experimentar ninguna crisis respiratoria. Sin embargo, también han comunicado que tras la realización de los últimos análisis de sangre se le ha detectado unainsuficiencia renal leve, que en estos momentos se encuentra ""bajo control"". Al pontífice, ingresado desde el pasado 14 de febrero con una neumonía bilateral,se le suministraron dos unidades de concentrado de glóbulos rojosque resultaron en el aumento del valor de hemoglobina, añade el parte médico hecho público este domingo. La trombocitopenia, es decir,el nivel bajo de las plaquetas que se le detectó el sábado, ""se mantuvo estable"", explicaron las fuentes. ""Sin embargo, algunos análisis de sangre muestran una insuficiencia renal inicial leve, actualmente bajo control"", especificaron. La terapia de oxígeno de alto flujo continúa a través de cánulas nasales,después de que este sábado el papa tuviese una crisis respiratoria.El papa continúa alerta y bien orientado, añade el parte médico. ""La complejidad del cuadro clínico y la espera necesaria para que las terapias farmacológicasden alguna respuesta obligan a que el pronóstico siga siendo reservado"",agregaron las fuentes. Durante la mañana, en el apartamento habilitado en el piso 10 del centro sanitario,Francisco participó en la misa junto a quienes lo cuidandurante estos días de hospitalización.",https://www.huffingtonpost.es/global/el-papa-continua-estado-critico-presenta-insuficiencia-renal-levebr.html
Anuncian la entrada por sorpresa de una DANA que 'dispara' tormentas y la AEMET emite aviso especial a 3 zonas,"Anuncian la entrada por sorpresa de una DANA que 'dispara' tormentas y la Agencia Estatal de Meteorología ha emitido un aviso especial a tres zonas por ""chubascos localmente fuertes y ocasionalmente acompañados de tormenta"". Desde Meteored, el meteorólogo Samuel Biener ha hablado de un cambio de tiempo que ha llegado ""de la mano de un frente que ha ido barriendo la Península de oeste a este"", pero ha avisado de la llegada de una DANA sobre la verticular peninsular. ""Una vaguada se desgajará del chorro polar este fin de semana, generándose de esta forma una DANA. En unas horas, se formarán chubascos y algunas tormentas en diversas comunidades del Mediterráneo debido a la proximidad del núcleo"", ha explicado. El meteorólogo ha contado que en las próximas horas una DANA 'disparara', concepto arraigado en la meteorología, que indica un factor que desencadena el aumento de nubes, tormentas en Cataluña, Comunidad Valenciana y Baleares. Meteored, al igual que la AEMET, ha asegurado que habrá chubascos localmente intensos y tormentosos. ""Se prevé un tiempo inestable en Baleares, con cielos nubosos o cubiertos y precipitaciones ocasionalmente acompañadas detormenta que podrían ser localmente fuertes y sin descartar granizo menudo"", ha explicado el organismo público en su predicción para este domingo 23 de febrero. ""Asimismo, no se descarta que pudieran darse en puntos de la fachada oriental peninsular o del extremo sureste, pudiendo ser en forma de nieve en el Pirineo más oriental y en las sierras del sureste a partir de 1400/1700 m"", ha señalado la AEMET. El organismo público ha detallado que las precipitaciones ""irán a menos"" al o largo del día, ""quedando poco nuboso en general"". ""En el resto del país predominará un tiempo estable, con las altas presiones estableciéndose en la Península, dejando cielos despejados y abundante nubosidad baja matinal. Tiempo estable en Canarias, con intervalos nubosos en los nortes de las islas de mayor relieve y posibilidad de alguna precipitación débil"", ha expuesto.",https://www.huffingtonpost.es/tiempo/anuncian-entrada-sorpresa-dana-dispara-tormentas-aemet-emite-aviso-especial-3-zonas.html
En Francia ven algo en los brazos de Leonor y lo destacan hasta en los titulares,"La famosa revista francesa ParisParis Matchha destacado en el titular de una de sus noticiasun detalle de los brazos de la princesa Leonorque ha llamado mucho la atención en ese país. ""Después de un mes en el mar, Leonor de España llegó a Brasilcon una sonrisa en el rostro y moretones en el brazo"",dice el titular de la revista, que va acompañado de varias fotos en las que, efectivamente, se ven esas marcas en el cuerpo de la hija de los reyes. El artículo recuerda que ""el pasado 11 de enero, la princesa Leonorse despidió de sus padrespara emprender un  viaje por mar de seis meses, concluyendo así su año de formación en la Armada, tras haber descubierto ya el Ejército de Tierra y antes de incorporarse al Ejército del Aire"". ""Con sus compañeros, Leonor encontró tierra firme al entrar al puerto de Salvador de Bahía, en Brasil. La princesa lucía radiante, vestida con su inmaculado uniforme blanco"", describeParis Match, que destaca que ""la única señal de sus duras últimas semanas""son ""unos moretones visibles en la parte interior de su brazo derecho"". ""Si a bordo Leonor recibe el mismo trato que sus compañeros,en tierra la joven vuelve a ser princesa.Su llegada a Brasil es considerada una visita oficial, por lo que Leonor fue recibida por el embajador de España, con el fin de preparar su estancia allí"", informa la revista francesa.",https://www.huffingtonpost.es/virales/en-francia-ven-brazos-leonor-destacan-titulares.html
Lo que dice una novia antes de casarse deja a todos los invitados completamente pasmados,"La usuaria de TikTokRocío García (@rocilacania)ha subido un vídeo a su cuenta de la red social enseñandolo que han hecho unos novios antes de casarse, dejando a todos los invitados completamente pasmados. ""Vas a una boda y la novia hace esto antes de 'sí quiero'"", ha manifestado la tiktoker al inicio del vídeo, el cual ha superado ya los 1,5 millones de visualizaciones y los 73.600 me gustas. En concreto, la grabación empieza con la novia esperando en el altar junto con las personas encargadas de oficiar la boda,momento en el que la futura esposa se acerca al micrófono. ""Un segundo, ¿vale? Un segundito. Es que yo no puedo dar el sí quiero si no pasa esto"", ha expresado la novia en el atril del altar, ante la mirada atónita de todos los invitados, que todavía no sabían a qué se estaba refiriendo. En ese momento,aparece el novio bailando con una cajita de mimbre llena de botellines de cerveza que reparte entre los invitados, quienes le reciben entre risas, vítores y aplausos, para acabar con un brindis colectivo antes de empezar la ceremonia.",https://www.huffingtonpost.es/virales/lo-dice-novia-casarse-deja-todos-invitados-completamente-pasmados.html
"Cuenta lo que significa en Noruega la expresión ""hacer una española"": dice mucho de cómo nos ven","Una fama y unos estereotipos muy concretos persiguen a los españoles allá donde vamos. La última muestra de ello lo ha dado una española que vive en Noruega y que ha explicado que allí hay una expresión ""muy común en el día a día"":""Hacer una española"" o ""Hacer una españolada"". ""Según el diccionario noruego académico se suele usar en dos contextos diferentes. Uno: para referirse a actos que están un poquito al borde de la legalidad, para referirse a algo audaz o astuto. Y es que, para bien o para mal,la picaresca española nos precede. ¿Quién no ha visto, vivido, experimentado o conoce a alguien que le encanta hacer las famosas triquiñuelas?"", empieza señalando la usuaria de TikTok @lauraenelvalhalla. ""El segundo contexto es parareferirse a mentiras descaradas,una excusa de estas malas, que cantan, pero siempre con un poquito de audacia"", añade. La usuaria ha buscado el origen de esa expresión tan llamativa y subraya que ""no está claro y hay varias hipótesis sobre su procedencia"". ""Una dice que viene sobre esterotipos históricos sobre los españoles, a los que antiguamente se les percibía comogente audaz, astuta, algo pícara,gente capaz de hacer lo que fuera, aunque fuera de dudosa legalidad, con tal de conseguir sus objetivos"", apunta. ""Otra hipótesis lo relaciona más con contextos bélicos, en los que se ve a la sociedad española comouna sociedad valiente y que sale de las adversidades. Otra posibilidad curiosa es que venga del trampantojo: esta técnica tan popular en la cultura Europa podría estar relacionada, ya que tratan de hacer una especie de truco o engaño visual""; prosigue. Pero también destaca que podría estar relacionada con asuntos de pesca y navegación: ""En referencias noruegas podréis encontrar que su origenestá más relacionado con un lenguaje marinero, y es que el tema de la navegación y la pesca ha sido muy importante tanto para noruegos como para españoles y se cree que las relaciones entre amos podrían ser el origen de esta expresión"". ""Se dice que para cargar y descargar los barcos la forma más sencilla era utilizar una polea a la que los ingleses llamaban polea española, de ahí que cuando busquenuna solución simple o apañadasurgiera la expresión de hacer una española"", apunta.",https://www.huffingtonpost.es/virales/cuenta-significa-noruega-expresion-hacer-espanola-dice-como-ven.html
Una española que vive en Suiza cuenta lo que los suizos piensan de los españoles: es preocupante,"La usuaria de TikTok @anamarinaxbj, española que vive en Suiza, ha provocado numerosas reacciones al contar varias creencias,alguna de ellas preocupante,que los suizos tienen sobre los españoles. ""Desde que estoy viviendo en Suiza y trabajando, relacionándome con gente suiza, me he dado cuenta de que hay suposiciones que aquí hacen sobre los españoles y que me llaman muchísimo la atención porqueson súper divertidas"", empieza diciendo. ""Lo primero creen y que suponen es quesomos personas ruidosas, me hace muchísima gracia porque he visto en primera persona suizos interactuar con personas de otros países y luego con españoles y es que suben el tono de voz. Su actitud y su energía cambian completamente"", explica. Luego cuenta algo peor:""También creen que somos personas irresponsables: el tema del trabajo sobre todo. Se piensan que tú no te tomas en serio tu trabajo o el trabajo que estás desempeñando, no tienen tan en cuenta si haces algo mal porque lo dan por hecho o no quieren delegar tanta responsabilidad en ti"". ""También les da coraje si hablas español con otra persona delante de ellos.Tienen como un poco de celillos porque nuestro idioma es maravilloso. Además se creen que los españoles no comemos. Llegan las 12 de la mañana y eran como las ocho de la tarde y no había comido en todo el día. Le digo a mi jefa: oye, que yo tengo hambre. Y me dice: pero si son las ocho de la tarde, si es súper temprano para cenar. Digo claro, es temprano si yo me he comido a las 15.00 un potaje. Como ellos comen a las 11.30, creían que habían comido"", explica.",https://www.huffingtonpost.es/virales/una-espanola-vive-suiza-cuenta-suizos-piensan-espanoles-preocupante.html
"Le exigen ""muy buen físico"" para contratarla y la respuesta que da ella es para enmarcar","La respuesta que una mujer le ha dado a un empresario que le ofreció un puesto de trabajo para el queexigían ""muy buen físico""está acumulando rápidamente cientos de 'me gusta'. Como se deduce de la publicación que ella misma ha hecho en la red social Threads, la oferta era en un primer momento para niñera, pero ese puesto ya estaba cubierto, por lo que esa persona le ofreció otro empleo, de recepcionista enuna clínica ""de estética y odontología"". ""Exigimos muy buena presencia y físico.¿Lo tienes?"", quiso saber el empleador. La joven respondió en un primer momento: ""No sé qué es para ti buen físico"". ""Genial. Mira, importante, mándame para verte y hacerte perfil de selección de fotos. Al ser de estética se valora mucha la imagen para dar el ok. Si te parece bien"", le dijo el empresario. La respuesta de ella fue impecable: ""Gorda no estoy y en los huesos tampoco, pero que para una clínica odontológica se pida buen físico... cuando te encargas de tratamiento y diagnóstico de salud bucal...me parece flipante e innecesarioque queráis picones!"". ""Es más, estando sentada frente a un ordenador solo se ve la cara ytodas las caras son bonitas"", prosigue. ""Lo siento, peroeste tipo de ofertas no me interesan. Me siento como que me compran y me aceptan por la belleza y no por los conocimientos que tengo, que es como debería ser"", añade antes de rematar: ""Ojalá os vaya bien, aunque por dentro sienta lo contrario"".",https://www.huffingtonpost.es/virales/le-exigen-muy-buen-fisico-contratarla-respuesta-da-enmarcar.html
